ID,gender,Management,USAcitizen,Married,MonthsInUnion,ContinuingEd,StateOfResidence,Connectivity,FeatureA,FeatureB,FeatureC,FeatureD,FeatureE,FeatureF,DuesFrequency,PaperlessBilling,PaymentMethod,MonthlyDues,TotalDues,LeftUnion
Justin2588-14801,Female,0,Yes,No,72,Yes,IL,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.15,7998.8,No
Justin2589-18530,Male,0,No,No,62,Yes,IL,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),92.3,5731.45,No
Justin2590-16188,Male,0,Yes,Yes,1,Yes,MO,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.55,44.55,No
Justin2591-15942,Female,0,No,No,3,No,MO,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.6,155.35,Yes
Justin2592-17675,Female,0,No,No,29,Yes,IL,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.6,2933.2,Yes
Justin2593-15731,Female,0,Yes,No,72,Yes,IL,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),91.15,6637.9,No
Justin2594-19268,Female,0,No,No,45,Yes,IL,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,87.25,3941.7,Yes
Justin2595-18152,Male,0,No,No,19,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,One year,No,Mailed check,18.8,279.2,No
Justin2596-14535,Female,0,Yes,Yes,1,Yes,MO,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.35,44.35,Yes
Justin2597-14236,Male,1,Yes,No,30,Yes,IL,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),105.7,3181.8,No
Justin2598-16655,Female,0,No,No,16,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,One year,No,Bank transfer (automatic),20.1,318.6,No
Justin2599-19194,Male,0,No,No,6,Yes,MO,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.35,489.45,Yes
Justin2600-15950,Female,0,Yes,Yes,58,No,MO,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,59.75,3624.35,No
Justin2601-15129,Male,0,No,No,16,Yes,IL,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,80.55,1248.9,No
Justin2602-19116,Female,0,No,No,6,Yes,MO,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,83.9,497.55,Yes
Justin2603-13410,Female,0,Yes,Yes,23,Yes,IL,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,No,Mailed check,23.85,625.65,No
Justin2604-15878,Male,0,Yes,Yes,26,Yes,MO,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),78.95,2034.25,No
Justin2605-14921,Female,0,Yes,Yes,7,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,No,Mailed check,19.85,144.15,No
Justin2606-19198,Female,1,Yes,No,70,Yes,IL,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),75.65,5411.4,No
Justin2607-17751,Female,0,No,No,40,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,No,Credit card (automatic),19.65,830.25,No
Justin2608-19770,Male,0,No,No,30,Yes,IL,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.9,2723.15,No
Justin2609-15429,Female,0,No,No,22,Yes,MO,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.8,1054.6,Yes
Justin2610-12996,Female,0,Yes,No,804,Yes,IL,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.4,84741.6,No
Justin2611-13780,Female,0,Yes,Yes,70,No,MO,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),58.4,4113.15,No
Justin2612-19469,Female,1,No,No,56,Yes,IL,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),99.9,5706.3,No
Justin2613-13212,Female,0,No,No,11,Yes,MO,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),48.55,501,Yes
Justin2614-14384,Male,0,Yes,Yes,68,Yes,IL,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),85.5,5696.6,No
Justin2615-16733,Male,0,Yes,Yes,29,Yes,MO,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.75,1974.8,Yes
Justin2616-15127,Male,0,Yes,Yes,58,Yes,MO,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),75.2,4300.8,No
Justin2617-15143,Male,0,Yes,No,64,Yes,MO,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.05,6605.55,No
Justin2618-16686,Male,0,No,No,1,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,No,Mailed check,20.3,20.3,No
Justin2619-19465,Male,1,Yes,Yes,68,Yes,IL,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),107.15,7379.8,No
Justin2620-15011,Male,0,Yes,No,71,Yes,IL,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,No,Bank transfer (automatic),24.45,1730.65,No
Justin2621-18203,Female,0,Yes,No,19,Yes,IL,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,89.65,1761.05,Yes
Justin2622-18660,Male,0,No,No,1,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,No,Mailed check,20.15,20.15,Yes
Justin2623-16918,Male,0,No,No,2,No,MO,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.3,38.45,No
Justin2624-15060,Male,0,Yes,Yes,17,Yes,MO,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.4,1539.45,Yes
Justin2625-16185,Male,0,Yes,Yes,69,Yes,IL,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,105,7297.75,No
Justin2626-14224,Male,0,No,No,5,Yes,MO,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),65.6,339.9,No
Justin2627-14555,Male,0,No,No,26,Yes,MO,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.45,1233.15,No
Justin2628-13729,Female,0,No,No,35,No,MO,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,33.45,1175.85,No
Justin2629-15495,Female,0,No,No,17,Yes,IL,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.4,1617.5,Yes
Justin2630-19624,Male,0,No,No,37,Yes,MO,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),96.1,3646.8,No
Justin2631-17342,Female,0,No,No,39,Yes,MO,DSL,No,No,No,Yes,No,Yes,One year,No,Electronic check,59.3,2209.15,No
Justin2632-17391,Male,1,No,No,1,Yes,MO,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.75,69.75,Yes
Justin2633-13576,Male,0,No,No,52,Yes,MO,DSL,Yes,No,Yes,No,No,No,One year,No,Electronic check,53.75,2790.65,No
Justin2634-16147,Female,0,Yes,Yes,46,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,Yes,Mailed check,19.25,864.2,No
Justin2635-16477,Female,0,Yes,Yes,57,Yes,MO,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,53.45,3053,No
Justin2636-16809,Female,0,Yes,Yes,15,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,No,Mailed check,19.8,272.95,No
Justin2637-14012,Male,1,No,No,11,Yes,MO,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),79.15,827.7,No
Justin2638-13770,Male,0,No,Yes,70,Yes,IL,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),64.95,4551.5,No
Justin2639-19232,Male,0,No,No,22,Yes,IL,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,78.85,1600.25,No
Justin2640-15437,Female,0,Yes,Yes,8,Yes,IL,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.75,446.8,No
Justin2641-17077,Male,0,No,No,9,Yes,IL,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.5,829.1,Yes
Justin2642-16319,Male,0,No,No,1,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,Yes,Mailed check,20.1,20.1,Yes
Justin2643-19902,Male,0,Yes,Yes,71,Yes,IL,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),66.85,4748.7,No
Justin2644-17938,Male,0,Yes,Yes,71,Yes,IL,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,90.35,6325.25,No
Justin2645-15521,Male,0,Yes,Yes,19,Yes,MO,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),48.95,955.6,No
Justin2646-15452,Female,0,Yes,Yes,12,Yes,IL,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.5,916.9,Yes
Justin2647-18832,Female,0,No,No,5,Yes,IL,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.8,283.95,No
Justin2648-14339,Male,0,No,No,63,Yes,IL,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),71.9,4479.2,No
Justin2649-17919,Male,0,Yes,Yes,70,Yes,IL,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.05,7554.05,No
Justin2650-13848,Male,0,No,No,32,Yes,MO,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,91.05,2871.5,No
Justin2651-13939,Female,0,No,No,39,No,MO,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),40.3,1630.4,No
Justin2652-18057,Male,0,No,No,3,Yes,MO,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,54.65,189.1,No
Justin2653-17460,Male,0,Yes,Yes,34,No,MO,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,40.55,1325.85,No
Justin2654-14160,Male,0,Yes,Yes,53,Yes,IL,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.85,3827.9,No
Justin2655-18776,Male,0,Yes,Yes,64,Yes,MO,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,69.25,4447.75,No
Justin2656-19471,Male,0,Yes,Yes,58,Yes,IL,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),94.7,5430.35,No
Justin2657-19690,Male,1,Yes,Yes,38,Yes,IL,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,101.15,3741.85,No
Justin2658-14304,Female,0,Yes,No,33,Yes,MO,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,51.45,1758.9,No
Justin2659-17092,Female,0,Yes,Yes,6,Yes,MO,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,48.8,297.35,No
Justin2660-17350,Male,0,No,No,35,Yes,IL,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,59.6,2094.9,No
Justin2661-16395,Male,0,No,No,2,Yes,MO,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.85,81,Yes
Justin2662-15136,Female,0,No,No,2,Yes,MO,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.95,137.95,Yes
Justin2663-17259,Female,0,Yes,No,61,Yes,IL,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),101.15,6383.9,No
Justin2664-14543,Female,0,No,No,6,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,No,Credit card (automatic),19.7,129.55,No
Justin2665-15668,Male,0,No,No,19,Yes,MO,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.25,1490.95,Yes
Justin2666-18541,Male,0,Yes,No,42,Yes,IL,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,108.3,4586.15,No
Justin2667-17325,Male,0,No,No,22,Yes,IL,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.35,2317.1,Yes
Justin2668-13682,Male,0,Yes,Yes,63,Yes,IL,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,No,Mailed check,25.25,1573.05,No
Justin2669-13674,Female,0,Yes,Yes,9,Yes,MO,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,75.85,647.5,No
Justin2670-18947,Female,0,Yes,Yes,16,No,MO,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),35.5,552.7,No
Justin2671-16521,Female,0,No,No,18,Yes,IL,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.15,1345.75,No
Justin2672-15103,Female,1,Yes,No,44,Yes,MO,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,85.15,3670.5,No
Justin2673-19118,Male,0,No,No,10,Yes,MO,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.1,1043.3,Yes
Justin2674-16724,Female,0,No,No,34,Yes,MO,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.1,3634.8,No
Justin2675-19850,Male,0,No,Yes,30,Yes,MO,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),64.5,1929.95,No
Justin2676-14979,Male,1,No,No,14,Yes,IL,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.6,1273.3,No
Justin2677-13555,Female,0,No,No,9,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,No,Bank transfer (automatic),19.5,150.35,No
Justin2678-14721,Female,0,No,No,6,Yes,MO,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.3,577.6,Yes
Justin2679-13568,Female,0,Yes,Yes,16,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,No,Mailed check,19.35,275.9,No
Justin2680-13092,Female,0,Yes,Yes,25,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,Yes,Mailed check,18.7,383.65,No
Justin2681-18528,Female,0,No,No,8,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,No,Mailed check,19.2,156.85,No
Justin2682-18783,Female,0,Yes,Yes,3,Yes,MO,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.3,250.05,Yes
Justin2683-16050,Female,0,Yes,Yes,56,Yes,MO,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),88.9,4968,No
Justin2684-17438,Male,0,No,No,46,Yes,IL,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.7,4154.8,Yes
Justin2685-15738,Male,0,Yes,Yes,42,Yes,MO,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,73.15,3088.25,No
Justin2686-17381,Female,0,No,No,1,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,Yes,Mailed check,19.6,19.6,Yes
Justin2687-17644,Male,0,Yes,Yes,9,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,No,Mailed check,19.6,197.4,No
Justin2688-19625,Female,0,Yes,Yes,56,Yes,IL,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),99.75,5608.4,No
Justin2689-15717,Male,0,No,No,50,No,MO,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,35,1782.4,No
Justin2690-18383,Female,0,Yes,No,49,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,One year,Yes,Bank transfer (automatic),20.05,923.1,No
Justin2691-13503,Male,0,No,No,1,Yes,MO,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,69.65,Yes
Justin2692-13974,Female,0,Yes,No,3,Yes,IL,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),91.5,242.95,Yes
Justin2693-14470,Male,0,Yes,No,44,Yes,MO,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),59.85,2603.95,No
Justin2694-13582,Male,0,No,No,67,No,MO,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,43.9,3097.2,No
Justin2695-17346,Male,0,No,No,1,Yes,MO,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,55.55,55.55,No
Justin2696-14437,Male,0,No,No,1,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,No,Electronic check,20.65,20.65,No
Justin2697-14205,Male,0,No,No,14,Yes,IL,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55.5,767.55,No
Justin2698-14221,Male,0,Yes,No,72,Yes,IL,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,68.15,4808.7,No
Justin2699-14896,Female,0,Yes,No,72,Yes,IL,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.15,7881.2,No
Justin2700-14643,Male,0,No,No,48,Yes,IL,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,95.4,4445.3,No
Justin2701-19271,Female,0,Yes,Yes,5,Yes,MO,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.85,356.1,No
Justin2702-17587,Male,0,No,Yes,60,Yes,IL,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,84.95,4984.85,No
Justin2703-15803,Female,1,No,No,45,Yes,IL,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,70.05,3062.45,No
Justin2704-14340,Male,0,Yes,No,24,Yes,IL,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93,2248.05,No
Justin2705-18831,Male,0,No,No,26,Yes,IL,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),51.55,1295.4,No
Justin2706-17995,Female,0,No,No,57,Yes,MO,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,95.25,5464.65,Yes
Justin2707-16237,Female,0,Yes,No,72,Yes,IL,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),82.65,5919.35,No
Justin2708-13747,Female,0,Yes,Yes,1,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,No,Electronic check,19.25,19.25,No
Justin2709-18803,Female,1,Yes,No,20,Yes,MO,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,60,1259.35,No
Justin2710-14277,Female,0,No,No,27,Yes,MO,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),52.85,1498.65,No
Justin2711-14653,Male,0,No,No,26,Yes,MO,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,89.8,2335.3,Yes
Justin2712-16705,Female,0,No,No,5,Yes,IL,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,64,370.25,No
Justin2713-15766,Female,0,No,No,1,Yes,MO,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.95,69.95,Yes
Justin2714-14941,Male,0,No,No,9,Yes,IL,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.85,724.65,No
Justin2715-19714,Male,0,Yes,Yes,18,Yes,MO,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,95.15,1779.95,Yes
Justin2716-14685,Male,0,Yes,No,56,Yes,MO,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,89.7,4952.95,No
Justin2717-15360,Female,0,No,No,2,Yes,IL,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.55,166.3,Yes
Justin2718-16808,Male,0,Yes,Yes,66,No,MO,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),54.65,3632,No
Justin2719-16811,Male,0,Yes,Yes,34,Yes,MO,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.85,3091.75,No
Justin2720-19676,Male,0,No,No,1,Yes,MO,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.8,44.8,No
Justin2721-13494,Male,0,No,No,3,Yes,MO,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.25,267.6,Yes
Justin2722-16037,Female,0,No,No,8,No,MO,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,29.25,226.95,No
Justin2723-18875,Male,0,Yes,Yes,25,Yes,MO,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),61.6,1611,No
Justin2724-19933,Female,0,No,No,3,Yes,MO,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,75.3,244.1,No
Justin2725-17772,Female,0,Yes,Yes,23,No,MO,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,34.6,813.45,No
Justin2726-16511,Female,0,Yes,Yes,52,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,No,Bank transfer (automatic),20.1,1078.75,No
Justin2727-16653,Female,0,Yes,No,72,Yes,IL,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,101.35,7323.15,No
Justin2728-14891,Female,0,Yes,No,47,Yes,MO,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),58.6,2723.4,No
Justin2729-18375,Female,0,No,No,54,Yes,IL,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),97.2,5129.45,No
Justin2730-17635,Male,0,No,No,1,Yes,MO,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.75,44.75,No
Justin2731-13804,Female,0,Yes,Yes,68,Yes,IL,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),83.65,5733.4,No
Justin2732-17297,Female,0,Yes,Yes,61,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,One year,No,Credit card (automatic),19.1,1143.8,No
Justin2733-19303,Female,0,Yes,No,1,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,Yes,Mailed check,20.65,20.65,No
Justin2734-14762,Male,0,No,No,41,Yes,MO,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,89.55,3729.75,No
Justin2735-15180,Male,1,Yes,No,64,Yes,MO,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),80.3,5017.7,No
Justin2736-16692,Female,0,Yes,Yes,3,Yes,MO,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,80,241.3,No
Justin2737-14462,Male,0,No,No,9,No,MO,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),34.7,296.1,Yes
Justin2738-18653,Female,0,Yes,No,57,Yes,IL,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),100.75,5985,No
Justin2739-13120,Female,0,No,No,6,Yes,MO,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,573.3,Yes
Justin2740-16034,Female,0,Yes,Yes,68,Yes,IL,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),111.75,7511.3,No
Justin2741-13718,Female,0,No,Yes,23,Yes,MO,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,49.45,1119.35,No
Justin2742-13789,Male,0,No,No,29,No,MO,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,24.85,788.05,No
Justin2743-17322,Female,0,No,No,29,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,One year,No,Mailed check,20.35,617.35,No
Justin2744-17353,Female,0,No,No,1,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,No,Credit card (automatic),19.8,19.8,No
Justin2745-19667,Female,0,No,No,8,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,One year,Yes,Mailed check,19.2,161.95,No
Justin2746-19941,Male,1,Yes,Yes,66,Yes,IL,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,108.45,7076.35,No
Justin2747-14348,Male,0,Yes,Yes,39,Yes,MO,DSL,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,59.8,2343.85,No
Justin2748-16460,Male,0,Yes,Yes,71,Yes,MO,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),100.2,7209,No
Justin2749-15488,Female,0,No,No,38,Yes,IL,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),68.15,2656.3,No
Justin2750-16632,Male,0,Yes,No,31,Yes,MO,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,93.8,2939.8,No
Justin2751-13433,Male,0,Yes,No,61,Yes,IL,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.2,6375.2,No
Justin2752-16378,Male,1,Yes,No,33,No,MO,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,50,1750.85,No
Justin2753-17495,Male,0,Yes,Yes,44,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,One year,No,Bank transfer (automatic),20.6,926,No
Justin2754-19583,Female,0,Yes,Yes,16,Yes,MO,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),73.25,1195.75,No
Justin2755-19605,Female,0,No,No,19,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,No,Mailed check,19.9,367.55,No
Justin2756-18619,Female,0,No,No,70,No,MO,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),44.6,3058.15,No
Justin2757-19526,Male,0,Yes,No,9,Yes,MO,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,70.05,564.4,No
Justin2758-18713,Male,1,Yes,No,7,Yes,MO,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,676.7,Yes
Justin2759-13953,Female,0,Yes,Yes,38,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,One year,No,Credit card (automatic),19.6,763.1,No
Justin2760-18664,Female,1,No,No,1,No,MO,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.2,25.2,Yes
Justin2761-13808,Male,0,No,No,1,Yes,MO,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.5,80.5,Yes
